DB	DB_Object_ID	DB_Object_Symbol	Qualifier	Ontology_ID ID	Ontology_ID Name	Reference	Evidence_Code	With	Aspect	DB_Object_Name	DB_Object_Synonym	DB_Object_Type	taxon	Date	Assigned_by	Properties ID	Properties Name	Date Created	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv0516c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv3221A	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv0014c	pknB		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv3221A	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv1904	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv1743	pknE		GO:0004672	protein kinase activity	PMID:17411339	IDA	Rv1365c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2638			GO:0005515	protein binding	PMID:17411339	IDA	Rv0516c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv0516c			GO:0005515	protein binding	PMID:17411339	IDA	Rv2638	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv0931c	pknD		GO:0032091	negative regulation of protein binding	PMID:17411339	IDA	Rv0516c	P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0020037	heme binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0020037	heme binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0019825	oxygen binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0019825	oxygen binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0070025	carbon monoxide binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0070025	carbon monoxide binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0070026	nitric oxide binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0070026	nitric oxide binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0000287	magnesium ion binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0000287	magnesium ion binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0005524	ATP binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0005524	ATP binding	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0046777	protein autophosphorylation	PMID:17600145	IDA		P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0046777	protein autophosphorylation	PMID:17600145	IDA		P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0019826	oxygen sensor activity	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0019826	oxygen sensor activity	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0004672	protein kinase activity	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0004672	protein kinase activity	PMID:17600145	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0020037	heme binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0020037	heme binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0070025	carbon monoxide binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0070025	carbon monoxide binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0070026	nitric oxide binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0070026	nitric oxide binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0019825	oxygen binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0019825	oxygen binding	PMID:17609369	IDA		F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv2027c	dosT		GO:0070483	detection of hypoxia	PMID:17609369	IDA		P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3132c	devS		GO:0051776	detection of redox state	PMID:17609369	IDA		P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3870			GO:0044315	protein secretion by the type VII secretion system	PMID:17676952	IMP	Rv3881c	P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3871			GO:0044315	protein secretion by the type VII secretion system	PMID:17676952	IMP	Rv3881c	P			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3879c			GO:0005515	protein binding	PMID:17676952	IDA	Rv3881c	F			protein	organism:1773	20100518	rwst			May 18, 2010	
	Rv3582c			GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	PMID:17921290	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3582c			GO:0040007	growth	PMID:17921290	IMP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3582c			GO:0000287	magnesium ion binding	PMID:17921290	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3582c			GO:0030145	manganese ion binding	PMID:17921290	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3582c			GO:0008270	zinc ion binding	PMID:17921290	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3582c			GO:0002135	CTP binding	PMID:17921290	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3581c			GO:0040007	growth	PMID:17956607	IMP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	UniProt:A0R559	MSMEG_6075		GO:0070207	protein homotrimerization	PMID:17956607	IDA		P			protein	organism:246196	20100519	rwst			May 19, 2010	
	Rv3286c	sigF		GO:0045893	positive regulation of transcription, DNA-dependent	PMID:17993538	IDA	Rv2069	P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2710	sigB		GO:0045893	positive regulation of transcription, DNA-dependent	PMID:17993538	IDA	Rv1398c	P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3286c	sigF		GO:0043175	RNA polymerase core enzyme binding	PMID:17993538	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2710	sigB		GO:0043175	RNA polymerase core enzyme binding	PMID:17993538	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2710	sigB		GO:0016987	sigma factor activity	PMID:17993538	IGI		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3286c	sigF		GO:0016987	sigma factor activity	PMID:17993538	IGI		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2176	pknL		GO:0046777	protein autophosphorylation	PMID:18175374	IDA		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2176	pknL		GO:0018107	peptidyl-threonine phosphorylation	PMID:18175374	IDA	Rv2175c	P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2176	pknL		GO:0004674	protein serine/threonine kinase activity	PMID:18175374	IDA	Rv2175c	F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv0757	phoP		GO:0009405	pathogenesis	PMID:18282096	IMP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv0757	phoP		GO:0044315	protein secretion by the type VII secretion system	PMID:18282096	IMP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv0712			GO:0018083	peptidyl-L-3-oxoalanine biosynthetic process from peptidyl-cysteine or peptidyl-serine	PMID:18390551	IDA		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2407		NOT	GO:0004065	arylsulfatase activity	PMID:18390551	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3406		NOT	GO:0004065	arylsulfatase activity	PMID:18390551	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3762c		NOT	GO:0004065	arylsulfatase activity	PMID:18390551	IDA		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2221c	glnE		GO:0008882	[glutamate-ammonia-ligase] adenylyltransferase activity	PMID:18469098	IMP		F			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2221c	glnE		GO:0000820	regulation of glutamine family amino acid metabolic process	PMID:18469098	IMP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2234	ptpA		GO:0009405	pathogenesis	PMID:18474358	IMP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv2234	ptpA		GO:0005515	protein binding	PMID:18474358	IDA	UniProtKB:Q9H267	F			protein	organism:1773	20100519	rwst			May 19, 2010	
	UniProt:Q9H267			GO:0005515	protein binding	PMID:18474358	IDA	Rv2234	F			protein	organism:9606	20100519	rwst			May 19, 2010	
	Rv2234	ptpA		GO:0052083	negative regulation by symbiont of host cell-mediated immune response	PMID:18474358	EXP		P			protein	organism:1773	20100519	rwst			May 19, 2010	
	Rv3133c	devR		GO:0003677	DNA binding	PMID:18502855	IDA		F			protein	organism:1773	20100520	rwst			May 20, 2010	
	Rv3133c	devR		GO:0045893	positive regulation of transcription, DNA-dependent	PMID:18502855	IGI	Rv1737c	P			protein	organism:1773	20100520	rwst			May 20, 2010	
	Rv0015c	pknA		GO:0005515	protein binding	PMID:18557704	IPI	Rv2155c	F			protein	organism:1773	20100520	rwst			May 20, 2010	
	Rv2155c	murD		GO:0005515	protein binding	PMID:18557704	IPI	Rv0015c	F			protein	organism:1773	20100520	rwst			May 20, 2010	
	Rv0015c	pknA		GO:0004672	protein kinase activity	PMID:18557704	IDA	Rv2155c	F			protein	organism:1773	20100520	rwst			May 20, 2010	
	Rv2220	glnA1		GO:0004356	glutamate-ammonia ligase activity	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0000287	magnesium ion binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0050897	cobalt ion binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0030145	manganese ion binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0005524	ATP binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0043531	ADP binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0005525	GTP binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0019003	GDP binding	PMID:7937767	IDA		F			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0051260	protein homooligomerization	PMID:7937767	IDA		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0005829	cytosol	PMID:7937767	IDA		C			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2220	glnA1		GO:0005576	extracellular region	PMID:7937767	IDA		C			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv1909c	furA		GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv1475c	acn		GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv0685	tuf		GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv3597c	lsr2		GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2031c	hspX		GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv0211	pckG		GO:0010106	cellular response to iron ion starvation	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv3224			GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv0009	ppiA		GO:0010039	response to iron ion	PMID:9864233	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2069	sigC		GO:0009410	response to xenobiotic stimulus	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv3911	sigM		GO:0009410	response to xenobiotic stimulus	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2710	sigB		GO:0009410	response to xenobiotic stimulus	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv1221	sigE		GO:0009410	response to xenobiotic stimulus	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv1221	sigE		GO:0009408	response to heat	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2710	sigB		GO:0009408	response to heat	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2069	sigC		GO:0009408	response to heat	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv3414c	sigD		GO:0009408	response to heat	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv3223c	sigH		GO:0009408	response to heat	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv1189	sigI		GO:0009409	response to cold	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv0182c	sigG		GO:0009409	response to cold	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2703	sigA		GO:0009415	response to water	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2069	sigC		GO:0009415	response to water	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv0182c	sigG		GO:0009415	response to water	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv3911	sigM		GO:0009415	response to water	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2710	sigB		GO:0001666	response to hypoxia	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2069	sigC		GO:0001666	response to hypoxia	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv0182c	sigG		GO:0001666	response to hypoxia	PMID:10027986	IEP		P			protein	organism:1773	20100521	rwst			May 21, 2010	
	Rv2995c	leuB		GO:0003862	3-isopropylmalate dehydrogenase activity	PMID:9111927	IDA		F			protein	organism:1773	20100421	rwst			May 21, 2010	
	Rv0046c	ino1		GO:0008270	zinc ion binding	PMID:12005437	IDA		F			protein	organism:1773	20100406	rwst			May 21, 2010	
	Rv1032c	trcS		GO:0046777	protein autophosphorylation	PMID:10089160	IDA		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1032c	trcS		GO:0004672	protein kinase activity	PMID:10089160	IDA	Rv1033c	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1032c	trcS		GO:0030145	manganese ion binding	PMID:10089160	IDA		F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1032c	trcS		GO:0005509	calcium ion binding	PMID:10089160	IDA		F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv3132c			GO:0046777	protein autophosphorylation	PMID:12071717	IDA		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1258c			GO:0046677	response to antibiotic	PMID:15057575	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2027c			GO:0046777	protein autophosphorylation	PMID:15135056	IDA		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2027c			GO:0005509	calcium ion binding	PMID:15135056	IDA		F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2027c			GO:0004673	protein histidine kinase activity	PMID:15135056	IDA		F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1746	pknF		GO:0004672	protein kinase activity	PMID:15135525	IDA	Rv1747	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1345	fadD33		GO:0044119	growth of symbiont in host cell	PMID:15164622	IMP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2430c			GO:0005515	protein binding	PMID:16458305	IPI	Rv2431c	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2431c			GO:0005515	protein binding	PMID:16458305	IPI	Rv2430c	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0014c	pknB		GO:0004674	protein serine/threonine kinase activity	PMID:19121323	IDA	Rv1018c	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1018c	glmU		GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	PMID:19121323	IDA		F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1018c	glmU		GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	PMID:19121323	IDA		F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0014c			GO:0051338	regulation of transferase activity	PMID:19121323	IDA	Rv1018c	P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1266c	pknH		GO:0004672	protein kinase activity	PMID:17286964	IDA	Rv1267c	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1266c	pknH		GO:0004672	protein kinase activity	PMID:17286964	IDA	Rv0681	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1266c	pknH		GO:0004672	protein kinase activity	PMID:17286964	IDA	Rv3330	F			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2703	sigA		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1221	sigE		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv3286c	sigF		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv3223c	sigH		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0467	aceA		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv1638	uvrA		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0969	ctpV		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0050	ponA1		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0170	mceD		GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv3483c			GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv3825c			GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv0903c			GO:0052572	response to host immune response	PMID:10500215	IEP		P			protein	organism:1773	20100522	rwst			May 22, 2010	
	Rv2930	fadD26		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 22, 2010	
	Rv3487c	lipF		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 23, 2010	
	Rv0405	pks6		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 23, 2010	
	Rv0507	mmpL2		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 23, 2010	
	Rv0450c	mmpL4		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 23, 2010	
	Rv2942	mmpL7		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 23, 2010	
	Rv2938	drrC		GO:0044119	growth of symbiont in host cell	PMID:10564470	IMP		P			protein	organism:1773	20100523	rwst			May 23, 2010	
